id,network,year,net_role,so_part_mc_5,so_part_mc_6,so_part_mc_7,so_part_msi_1,so_part_msi_2,so_part_msi_3,so_part_t,so_part_expec,so_part_ben_1,so_part_ben_2,so_part_ben_3,so_part_ben_4,so_part_ben_6,so_part_ben_8,so_part_chal_72021,so_part_chal_82021,so_part_chal_92021,so_part_chal_102021,so_part_chal_112021,cult_ci_72020,nl_netops_gov_3,cult_sn_52020,diff_for_students,splc_7,so_part_value_1,so_part_value_2,so_part_value_3,so_part_value_8,cont_imp_for_equity_1,cont_imp_for_equity_2,cont_imp_for_equity_6,cont_imp_for_equity_4,cont_imp_for_equity_5,cont_imp_for_equity_7,cont_imp_for_equity_8,is_conf_52021,is_conf_32021,is_conf_42021,is_conf_12021,is_conf_62021,part_team_meetings_1,part_team_meetings_2,part_team_meet_32021,part_team_meetings_4,part_team_meetings_5,part_team_meetings_6,part_team_meetings_7,equity_dis_1,equity_dis_2,equity_dis_3,cult_eq_1,cult_eq_2,cult_eq_3,cult_eq_4,cult_eq_5,cult_eq_6,cult_eq_7,cult_eq_8,splc_1,splc_4,nl_netops_km_1,nl_netops_km_2,nl_netops_km_3,nl_netops_km_4,nl_netops_km_5
cardinal_26,cardinal,2021,4,4,4,4,4,4,4,,2,4,4,3,4,4,4,4,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,5,5,5,4,1,3,4,3,4,4,4,4,4,4,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5
cardinal_30,cardinal,2021,1,5,5,5,5,5,5,,2,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,,,,
cardinal_31,cardinal,2021,1,4,4,4,2,2,2,,4,,,,,,,,,,,,5,4,4,5,5,5,5,5,5,1,4,3,4,3,2,3,2,3,2,4,4,,,,,,,,,,,2,2,2,4,4,4,4,2,4,4,,,,,
cardinal_33,cardinal,2021,4,5,5,5,5,5,5,,3,4,4,5,5,5,5,2,1,1,1,1,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5,4,5,5,4,4,1,4,4,5,5,5,5,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
cardinal_34,cardinal,2021,4,4,4,4,4,4,4,,3,,,,,,,2,1,1,1,1,3,2,4,3,2,4,4,4,3,4,4,4,4,4,4,4,1,3,2,4,3,1,5,4,4,4,4,4,1,1,1,4,4,4,4,4,4,,4,3,4,4,4,4,4,4
cardinal_35,cardinal,2021,4,4,4,4,4,4,4,,4,3,2,3,3,2,3,2,2,1,2,3,2,2,2,3,2,2,4,2,4,3,3,3,3,3,3,2,3,5,3,5,5,1,4,4,2,3,3,4,2,2,2,4,4,4,2,3,5,3,2,4,4,4,4,5,5,5
cardinal_37,cardinal,2021,4,5,5,5,5,5,5,,2,5,5,5,5,5,5,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,4,3,4,1,4,3,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
cardinal_38,cardinal,2021,4,5,5,5,4,4,4,,3,4,5,4,4,5,4,2,2,1,1,1,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,2,1,4,5,1,5,4,5,5,4,4,2,2,2,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4
cardinal_39,cardinal,2021,3,4,4,5,3,3,3,,4,3,4,4,4,4,4,4,2,2,1,2,4,5,5,5,4,5,5,5,3,4,4,4,4,4,4,4,5,4,3,4,5,1,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5
cardinal_41,cardinal,2021,4,3,3,3,3,3,3,,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
cardinal_43,cardinal,2021,3,2,3,4,1,2,3,,4,2,2,2,3,2,2,3,3,2,2,1,1,2,2,3,3,2,2,1,1,2,2,2,4,3,3,3,3,3,1,4,5,1,5,4,4,5,2,3,4,3,4,4,4,5,4,3,5,3,5,2,3,1,2,1,2,2
cardinal_44,cardinal,2021,4,4,4,4,4,4,4,,3,4,4,4,5,4,5,2,1,1,1,1,3,3,4,5,5,5,5,4,4,2,3,3,4,4,4,4,3,9,9,4,4,1,5,4,5,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
cardinal_45,cardinal,2021,4,4,4,4,4,3,3,,3,1,3,3,3,4,4,2,3,2,2,1,5,5,5,4,4,4,4,3,2,2,2,2,2,2,2,2,1,1,1,1,2,1,5,4,2,2,2,2,1,1,1,4,4,4,4,4,4,4,4,1,2,5,4,3,2,2
cardinal_46,cardinal,2021,4,5,5,5,4,4,4,,4,4,4,1,4,5,5,5,1,1,2,1,2,4,3,5,4,4,4,4,2,4,3,3,3,5,4,4,1,3,1,3,5,1,4,2,4,4,4,4,1,1,1,3,3,3,2,2,4,3,2,3,4,4,4,4,4,4
cardinal_47,cardinal,2021,4,5,5,5,4,4,5,,3,2,5,5,5,5,5,2,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,4,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
cardinal_48,cardinal,2021,1,4,4,4,3,4,4,,3,,,,,,,,,,,,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,4,5,,,,,,,,,,,4,4,4,4,4,5,4,4,5,5,,,,,
cardinal_49,cardinal,2021,1,5,5,3,2,3,5,,3,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,3,5,5,4,5,4,3,5,5,5,5,5,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,,,,
cardinal_51,cardinal,2021,3,4,5,4,3,4,5,,2,3,4,4,4,4,4,1,2,3,1,4,3,3,4,5,5,5,4,4,3,3,3,4,3,4,4,4,1,4,1,2,5,1,5,2,4,4,4,4,4,1,4,5,5,5,4,4,3,4,4,4,4,5,5,4,5,4
cardinal_54,cardinal,2021,4,4,5,4,1,1,2,,2,3,2,3,3,4,2,2,1,2,3,2,3,3,3,2,4,5,5,5,4,1,4,2,3,3,2,2,4,3,3,4,4,1,5,3,2,1,2,2,1,1,1,3,3,3,3,3,3,3,3,3,3,4,2,1,2,2
cardinal_55,cardinal,2021,4,5,5,4,4,4,4,,3,3,2,3,3,2,4,3,2,2,3,1,2,2,2,3,3,3,2,2,1,3,3,3,3,3,3,3,1,3,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,
cardinal_57,cardinal,2021,4,3,3,3,3,3,3,,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
cardinal_58,cardinal,2021,3,5,4,4,4,4,4,,3,3,3,3,3,3,3,4,3,2,3,1,2,3,3,4,4,4,4,2,1,4,4,3,4,4,4,4,4,4,3,3,4,1,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4
cardinal_59,cardinal,2021,4,5,5,5,5,5,5,,4,5,5,2,5,5,1,2,5,1,1,4,2,4,4,5,5,5,5,5,5,3,4,5,5,5,5,5,1,9,1,5,5,1,5,5,5,4,5,5,,,,,,,,,,,,,,,,,,
cardinal_61,cardinal,2021,3,5,5,5,2,4,4,,2,4,5,4,4,5,4,1,2,2,1,1,4,5,4,5,5,5,5,5,5,5,4,4,5,4,3,2,5,5,5,4,4,1,5,4,1,5,1,4,4,2,2,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5
cardinal_62,cardinal,2021,4,5,5,5,2,4,4,,3,5,5,4,5,5,5,2,2,1,1,1,3,4,5,5,5,5,5,5,3,4,5,5,5,5,5,5,4,2,2,9,9,1,5,4,3,4,4,4,2,2,3,4,4,4,4,4,4,4,3,4,5,4,4,3,3,3
cardinal_63,cardinal,2021,4,4,4,4,4,3,3,,3,3,3,4,3,4,4,4,4,5,9,4,4,4,4,4,4,4,4,4,4,2,2,2,3,3,4,4,4,2,2,3,5,1,4,5,2,3,3,3,2,2,2,3,3,3,3,3,4,3,3,5,3,3,2,3,3,2
cardinal_65,cardinal,2021,4,4,5,5,4,4,4,,3,4,5,3,4,5,4,2,2,1,1,2,5,4,4,4,5,5,5,4,4,4,5,5,5,5,5,5,4,4,4,3,5,1,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4
cardinal_66,cardinal,2021,1,4,4,4,1,1,1,,3,,,,,,,,,,,,5,3,4,4,4,5,5,5,4,4,5,3,3,3,3,3,3,5,3,4,5,,,,,,,,,,,4,5,5,5,5,5,5,5,4,4,,,,,
cardinal_69,cardinal,2021,4,4,5,3,2,4,3,,4,3,4,3,3,3,4,3,4,2,2,2,2,2,3,3,4,4,4,2,2,,4,,3,,,,4,,,5,5,1,4,5,4,3,3,3,1,1,2,,,,,,,,,,,,,,,
cardinal_71,cardinal,2021,4,4,5,5,4,5,5,,2,4,4,3,3,4,3,4,4,4,4,3,3,3,3,3,2,5,4,4,3,4,4,3,3,3,3,4,3,2,4,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,
cardinal_72,cardinal,2021,2,5,5,5,5,5,5,,3,3,5,4,5,5,4,5,2,2,1,4,5,5,5,5,5,5,5,5,5,4,4,3,3,3,3,4,5,5,5,5,5,2,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
cardinal_74,cardinal,2021,3,3,4,4,2,2,2,,3,4,4,4,4,4,4,3,3,2,2,3,4,2,3,4,4,5,5,4,1,4,4,4,3,4,3,3,2,3,2,3,4,1,5,4,3,3,3,2,1,1,1,1,1,1,1,1,2,1,2,3,3,4,4,2,4,2
cardinal_77,cardinal,2021,4,4,4,4,4,4,4,,3,2,2,3,3,2,2,4,4,5,5,4,5,2,4,4,5,5,4,4,2,4,3,3,3,4,3,3,3,4,3,3,3,1,5,3,3,2,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1
cardinal_78,cardinal,2021,4,5,5,5,4,4,4,,2,2,3,2,4,4,4,5,4,2,2,1,4,4,4,4,5,5,4,4,2,4,4,4,4,4,4,4,9,9,9,9,9,1,4,4,3,3,3,3,4,1,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5
cardinal_80,cardinal,2021,2,4,4,4,2,2,2,,3,3,3,3,5,4,5,4,3,3,3,2,2,2,2,4,5,5,3,5,2,2,4,2,2,2,2,2,4,3,3,3,3,2,,,,,,,,,,2,2,2,2,3,3,2,2,2,3,4,4,4,4,4
cardinal_82,cardinal,2021,3,3,3,3,2,2,3,,5,4,4,3,4,3,4,4,4,3,2,3,2,2,4,4,3,3,3,3,3,2,3,3,3,2,2,2,1,4,1,3,3,1,5,4,4,4,3,3,2,2,2,3,3,3,3,3,3,3,2,4,4,4,4,3,4,4
cardinal_83,cardinal,2021,4,4,3,4,3,3,3,,3,4,3,2,3,2,3,1,2,4,4,1,2,2,4,4,4,5,5,4,4,3,3,3,3,3,3,3,4,3,3,4,3,2,,,,,,,,,,5,5,5,4,4,5,5,5,4,4,5,5,5,4,5
cardinal_85,cardinal,2021,1,4,4,4,4,4,4,,3,,,,,,,,,,,,3,4,4,4,4,4,4,3,1,4,4,4,5,4,4,3,4,2,5,5,5,,,,,,,,,,,4,4,4,5,5,4,4,3,4,4,,,,,
cardinal_86,cardinal,2021,1,5,5,5,4,4,4,,3,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,9,5,9,5,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,,,,
cardinal_87,cardinal,2021,4,4,4,4,4,4,4,,4,4,2,3,3,3,2,3,3,2,2,2,2,2,2,3,3,4,4,4,4,2,3,3,3,3,3,3,1,2,1,2,2,2,,,,,,,,,,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5
cardinal_90,cardinal,2021,4,3,3,3,3,3,3,,4,3,2,3,3,2,3,4,3,3,4,2,2,1,2,4,2,3,2,2,2,2,3,2,2,3,2,2,3,2,2,3,3,1,4,5,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3
cardinal_92,cardinal,2021,3,5,5,5,5,5,5,,3,5,5,5,5,5,5,1,1,1,1,1,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,9,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5
cardinal_93,cardinal,2021,2,3,3,4,4,2,2,,1,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,4,4,3,3,4,4,3,3,3,3,2,,,,,,,,,,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4
cardinal_94,cardinal,2021,4,5,5,5,4,4,4,,3,4,3,3,4,4,4,4,3,2,2,1,1,2,4,4,5,5,5,3,4,4,4,4,4,4,3,3,5,4,4,4,5,1,4,4,4,2,2,2,1,1,1,2,2,2,3,2,2,2,2,4,4,4,4,4,3,3
cardinal_95,cardinal,2021,3,4,4,4,4,4,4,,4,3,3,3,3,3,3,4,1,2,2,2,2,3,4,4,4,4,3,4,1,3,3,3,3,3,3,3,4,3,3,4,4,1,5,4,3,4,3,3,2,1,1,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4
raven_01,raven,2019,2,4,4,4,3,3,3,7,5,3,3,3,3,2,,,,,,,,2,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2
raven_02,raven,2019,4,5,5,5,4,4,4,7,5,4,4,4,4,4,,,,,,,,3,,,,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
raven_02,raven,2021,1,5,5,5,5,5,5,,3,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,9,5,9,4,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,,,,
raven_03,raven,2019,4,4,5,4,4,4,4,2,2,5,5,5,5,4,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,4
raven_03,raven,2021,4,5,5,5,4,4,4,7,3,5,5,5,5,5,4,3,2,1,1,3,5,5,5,5,5,5,5,5,5,4,3,3,4,5,5,5,5,5,4,5,4,1,4,5,5,5,5,5,,,,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5
raven_04,raven,2021,4,5,5,5,4,4,5,4,3,5,5,5,5,5,5,1,1,1,1,1,5,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,5,4,5,5,1,5,5,5,4,3,3,,,,1,1,1,4,3,3,3,1,4,5,3,3,1,2,2
raven_04,raven,2019,4,5,5,5,5,3,5,7,2,5,5,5,5,4,,,,,,,,4,,,,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,4,5
raven_05,raven,2019,4,3,4,4,2,2,3,6,3,4,4,4,4,2,,,,,,,,2,,,,5,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
raven_06,raven,2019,4,2,2,2,3,2,2,7,,3,4,2,3,2,,,,,,,,2,,,,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,3,3
raven_07,raven,2019,4,4,4,5,5,5,4,6,4,4,5,3,3,4,,,,,,,,4,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,3
raven_07,raven,2021,4,4,4,5,5,5,5,3,3,5,5,4,4,5,4,2,2,3,1,2,3,3,4,4,5,5,5,5,5,4,3,4,3,4,4,2,4,5,4,5,4,1,5,5,5,4,4,4,,,,4,4,4,5,5,5,4,4,4,4,3,3,3,3,3
raven_08,raven,2019,3,4,2,4,4,1,2,4,4,5,5,5,5,5,,,,,,,,3,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,4
raven_09,raven,2019,3,4,4,4,4,4,4,7,3,5,4,5,5,4,,,,,,,,4,,,,5,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
raven_10,raven,2019,3,4,4,3,3,2,2,4,3,2,2,2,1,1,,,,,,,,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2
raven_101,raven,2021,4,5,5,3,4,4,4,1,1,5,5,5,5,5,5,1,1,1,1,1,5,3,4,4,5,5,5,5,5,3,4,2,4,3,2,2,4,4,3,5,5,1,5,5,5,5,5,2,,,,,,,,,,,,,,,,,,
raven_105,raven,2021,4,5,5,5,4,4,4,6,4,3,3,3,3,4,5,1,1,1,1,1,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,2,2,2,2,2,2,,,,,,,,,,5,5,5,5,5,5,5,5,3,5,4,4,4,4,4
raven_11,raven,2019,4,5,5,4,3,3,3,3,1,4,5,5,5,4,,,,,,,,5,,,,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
raven_111,raven,2021,4,5,5,5,3,4,3,6,3,3,4,4,4,4,4,1,2,3,2,1,4,4,4,4,4,4,4,3,4,4,4,5,4,3,3,3,3,3,4,4,5,2,,,,,,,,,,4,4,4,3,4,4,4,2,4,5,2,2,3,3,2
raven_119,raven,2021,4,4,4,4,1,,,6,3,3,3,4,4,3,4,2,2,2,2,2,4,3,4,4,4,5,5,5,4,3,3,3,3,4,4,3,3,4,3,4,4,1,5,5,4,3,4,2,,,,1,4,1,1,1,1,1,2,4,4,4,5,4,4,4
raven_12,raven,2019,4,3,3,3,1,1,1,4,4,4,4,4,3,4,,,,,,,,4,,,,5,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,3,1
raven_120,raven,2021,4,4,4,4,4,4,4,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
raven_121,raven,2021,4,5,5,4,1,1,4,7,3,4,5,5,4,3,4,1,4,1,9,1,1,1,1,5,4,1,3,1,1,3,4,4,2,3,2,2,3,1,1,3,4,1,5,5,4,3,5,2,,,,5,5,5,5,5,5,5,5,4,5,5,4,5,3,3
raven_122,raven,2021,4,4,4,4,4,4,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raven_123,raven,2021,4,4,3,3,1,1,1,7,3,5,4,5,4,4,4,1,1,2,9,2,2,2,1,4,5,4,5,4,3,3,4,4,5,5,3,3,9,5,9,5,5,1,5,5,5,5,5,5,,,,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1
raven_124,raven,2021,4,5,5,5,4,5,5,5,3,5,5,5,4,5,5,2,2,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,1,4,5,5,5,5,5,,,,4,4,4,4,4,5,5,4,5,5,4,4,4,4,4
raven_125,raven,2021,4,4,4,2,1,1,1,1,1,4,4,4,4,1,3,9,4,4,4,4,1,1,2,3,3,1,1,1,1,1,3,3,3,3,3,3,2,4,4,4,4,1,5,5,4,4,3,3,,,,4,4,4,4,3,4,3,3,4,4,1,1,2,2,1
raven_126,raven,2021,4,5,5,5,5,5,5,6,5,5,5,5,5,5,5,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,5,5,5,5,5,5,,,,3,3,3,3,3,5,3,3,5,5,4,4,4,4,4
raven_127,raven,2021,4,4,4,4,4,4,4,5,4,3,4,4,3,3,3,4,5,4,5,2,3,3,3,4,2,4,3,3,3,3,3,4,4,4,4,4,2,2,2,2,4,1,4,5,4,4,4,3,,,,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4
raven_128,raven,2021,1,4,4,4,3,3,4,,1,,,,,,,,,,,,1,1,1,4,5,4,4,4,4,3,4,3,3,4,3,3,4,1,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,
raven_129,raven,2021,4,4,4,3,2,4,2,4,4,5,4,5,5,3,5,2,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raven_13,raven,2021,4,5,5,5,3,3,3,7,3,5,5,5,5,5,5,2,2,1,1,1,5,5,5,5,5,5,5,5,5,4,5,3,4,4,4,3,4,5,4,5,4,1,5,5,5,5,5,5,,,,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5
raven_13,raven,2019,4,5,5,5,3,5,5,4,4,4,4,4,4,4,,,,,,,,4,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3
raven_130,raven,2021,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raven_14,raven,2021,4,5,5,5,4,4,4,4,3,5,5,5,5,5,5,2,1,1,1,1,5,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,4,5,5,1,5,5,5,4,5,3,,,,5,5,5,5,5,5,5,4,5,5,4,4,5,4,5
raven_14,raven,2019,4,5,5,4,3,3,4,7,3,5,4,4,4,4,,,,,,,,4,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,4
raven_15,raven,2019,4,4,4,4,1,3,3,7,3,5,5,5,5,5,,,,,,,,4,,,,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
raven_15,raven,2021,4,5,5,5,5,5,5,7,3,5,5,5,5,5,5,4,5,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,5,5,5,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4
raven_16,raven,2021,4,5,5,5,5,5,5,3,3,5,5,5,5,4,5,3,3,1,1,1,5,4,5,5,5,5,5,5,4,4,4,4,5,4,3,3,4,5,5,5,5,1,4,5,5,5,4,5,,,,,,,,,,,,,,,,,,
raven_16,raven,2019,4,5,5,5,3,4,4,6,3,5,5,5,5,5,,,,,,,,5,,,,5,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
raven_17,raven,2019,4,5,5,4,3,3,4,4,4,5,5,5,5,5,,,,,,,,5,,,,5,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,2,5
raven_18,raven,2021,4,5,5,3,3,4,5,5,3,5,5,5,5,5,5,1,2,2,1,4,4,3,4,4,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raven_18,raven,2019,4,4,5,5,2,2,2,6,4,3,4,4,4,4,,,,,,,,4,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
raven_19,raven,2019,4,3,3,4,2,2,2,7,3,5,4,4,3,3,,,,,,,,3,,,,5,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,2,3
raven_20,raven,2019,3,4,4,3,4,4,4,7,5,3,4,4,4,3,,,,,,,,4,,,,5,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,3
raven_21,raven,2019,2,4,3,3,1,3,2,4,3,3,3,3,3,3,,,,,,,,2,,,,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,3
raven_22,raven,2019,2,3,2,2,3,3,3,7,2,3,3,3,3,3,,,,,,,,2,,,,4,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2
raven_23,raven,2019,4,4,4,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raven_24,raven,2019,3,5,5,3,3,5,5,6,,5,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raven_25,raven,2019,2,4,4,3,1,1,2,1,2,4,3,3,3,4,,,,,,,,3,,,,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,2,3
raven_26,raven,2019,1,4,3,2,3,3,3,,3,,,,,,,,,,,,,,,,,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raven_27,raven,2019,1,4,2,4,4,1,1,,3,,,,,,,,,,,,,,,,,5,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raven_28,raven,2021,1,5,5,3,3,4,4,,5,,,,,,,,,,,,5,5,5,4,3,4,4,4,3,5,5,5,5,5,4,3,5,5,5,5,5,,,,,,,,,,,3,3,3,4,4,5,5,5,5,5,,,,,
raven_28,raven,2019,1,3,3,4,1,1,1,,4,,,,,,,,,,,,,,,,,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raven_29,raven,2019,1,5,4,4,5,4,4,,4,,,,,,,,,,,,,,,,,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raven_30,raven,2019,1,3,2,3,1,1,3,,3,,,,,,,,,,,,,,,,,4,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raven_31,raven,2019,3,3,3,2,3,3,3,2,3,4,3,4,4,4,,,,,,,,2,,,,4,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3
raven_32,raven,2019,4,2,2,3,3,1,1,7,4,3,3,3,4,2,,,,,,,,4,,,,5,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,5,4
raven_33,raven,2019,4,5,4,4,,3,,5,4,4,3,2,4,4,,,,,,,,4,,,,5,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,3
raven_34,raven,2019,4,5,4,4,4,2,2,1,3,4,4,4,4,3,,,,,,,,2,,,,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,4,3,2
raven_35,raven,2019,3,2,3,4,1,2,3,7,5,5,3,3,4,5,,,,,,,,3,,,,5,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,3,3
raven_36,raven,2019,4,3,3,3,4,3,1,7,3,2,3,3,3,3,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raven_36,raven,2021,4,4,4,4,3,3,3,7,3,3,5,5,5,5,5,1,1,1,2,1,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,4,1,5,5,4,2,3,3,,,,3,3,3,3,3,4,4,4,3,3,,,,,
raven_37,raven,2019,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raven_38,raven,2021,4,5,5,5,5,5,5,2,3,4,4,4,5,5,5,2,1,1,1,1,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,5,2,,,,,,,,,,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4
