id,network,year,net_role,so_part_mc_5,so_part_mc_6,so_part_mc_7,so_part_msi_1,so_part_msi_2,so_part_msi_3,so_part_t,so_part_expec,so_part_ben_1,so_part_ben_2,so_part_ben_3,so_part_ben_4,so_part_ben_6,so_part_ben_8,so_part_chal_72021,so_part_chal_82021,so_part_chal_92021,so_part_chal_102021,so_part_chal_112021,cult_ci_72020,nl_netops_gov_3,cult_sn_52020,diff_for_students,splc_7,so_part_value_1,so_part_value_2,so_part_value_3,so_part_value_8,cont_imp_for_equity_1,cont_imp_for_equity_2,cont_imp_for_equity_6,cont_imp_for_equity_4,cont_imp_for_equity_5,cont_imp_for_equity_7,cont_imp_for_equity_8,is_conf_52021,is_conf_32021,is_conf_42021,is_conf_12021,is_conf_62021,part_team_meetings_1,part_team_meetings_2,part_team_meet_32021,part_team_meetings_4,part_team_meetings_5,part_team_meetings_6,part_team_meetings_7,equity_dis_1,equity_dis_2,equity_dis_3,cult_eq_1,cult_eq_2,cult_eq_3,cult_eq_4,cult_eq_5,cult_eq_6,cult_eq_7,cult_eq_8,splc_1,splc_4,nl_netops_km_1,nl_netops_km_2,nl_netops_km_3,nl_netops_km_4,nl_netops_km_5
bear_15,bear,2020,2,5,5,5,,,,7,3,5,5,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,5,5
bear_150,bear,2020,4,5,5,5,,,,5,3,3,3,4,4,4,,,,,,,,4,,,,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_151,bear,2020,4,3,3,3,,,,3,3,1,1,2,1,3,,,,,,,,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,1,1
bear_152,bear,2021,3,5,5,5,4,4,4,7,4,5,3,5,5,4,4,4,4,3,3,1,5,5,5,4,5,5,5,5,5,5,4,5,5,4,2,2,1,2,3,4,4,1,5,5,5,5,3,4,3,2,2,4,4,4,4,4,3,4,3,4,4,5,5,5,5,5
bear_152,bear,2020,3,5,5,5,,,,7,3,4,3,5,5,4,,,,,,,,4,,,,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,2,4
bear_153,bear,2020,3,5,5,5,,,,3,3,2,3,3,3,4,,,,,,,,1,,,,4,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
bear_154,bear,2020,4,5,5,5,,,,7,1,4,5,4,4,5,,,,,,,,3,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_155,bear,2020,2,5,5,5,,,,5,3,2,4,4,4,4,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_155,bear,2021,2,5,5,5,5,5,5,5,3,4,4,4,4,5,5,1,1,1,1,1,5,4,4,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,3,5,5,1,3,5,4,4,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1
bear_156,bear,2020,2,4,4,4,,,,4,3,4,4,4,4,4,,,,,,,,1,,,,4,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,3,3
bear_157,bear,2020,4,4,4,4,,,,6,3,1,3,3,3,3,,,,,,,,3,,,,4,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_157,bear,2021,4,3,3,3,2,2,2,4,3,1,2,2,2,3,2,5,1,1,3,1,1,3,3,3,3,2,2,2,1,2,4,3,1,3,1,1,9,9,9,9,3,1,5,5,1,1,3,1,1,1,1,5,5,5,5,5,5,1,5,3,4,5,3,3,4,3
bear_158,bear,2020,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_159,bear,2020,4,5,5,5,,,,7,3,5,5,5,5,5,,,,,,,,3,,,,5,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_159,bear,2021,4,5,5,5,4,4,4,7,3,4,3,3,3,4,4,2,1,1,1,1,5,4,5,5,5,5,5,5,4,4,4,4,4,3,2,4,4,4,5,5,5,1,5,5,5,2,4,5,1,5,1,2,5,3,3,3,5,2,1,1,4,5,5,5,5,5
bear_16,bear,2021,1,5,5,4,4,4,4,,4,,,,,,,,,,,,5,5,4,4,5,5,5,5,4,4,4,5,4,4,4,4,4,4,4,5,4,,,,,,,,,,,3,3,4,4,4,5,5,5,5,5,,,,,
bear_16,bear,2019,1,5,4,4,4,4,4,,3,,,,,,,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_16,bear,2020,1,5,4,4,,,,,3,,,,,,,,,,,,,4,,,,5,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_160,bear,2020,2,5,5,5,,,,3,3,3,2,2,2,3,,,,,,,,2,,,,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2
bear_161,bear,2021,3,5,5,5,3,5,5,6,3,5,5,5,4,5,5,3,3,1,1,1,4,4,4,4,4,5,5,5,5,4,5,5,5,5,5,5,4,4,5,5,5,1,5,5,3,3,3,3,5,2,2,5,4,4,4,4,5,5,5,5,5,4,5,4,4,4
bear_161,bear,2020,3,5,5,5,,,,7,4,5,5,5,5,5,,,,,,,,4,,,,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_162,bear,2020,4,1,3,3,,,,7,5,,2,4,4,3,,,,,,,,2,,,,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,4,2
bear_163,bear,2020,3,5,5,5,,,,7,3,3,4,4,4,5,,,,,,,,3,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,3,4
bear_163,bear,2021,3,3,3,3,1,4,3,2,3,3,4,2,3,3,3,5,5,5,3,5,1,1,2,3,2,2,1,1,1,2,2,2,2,2,3,1,2,2,9,1,3,1,4,5,1,1,1,2,1,1,1,4,4,4,4,4,1,3,1,2,1,2,2,1,1,2
bear_164,bear,2020,3,5,5,5,,,,2,3,5,4,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_164,bear,2021,4,5,5,5,4,4,4,5,3,5,2,4,4,5,5,3,4,2,2,3,4,4,5,5,5,5,5,5,5,4,4,4,4,5,4,4,4,4,4,5,4,1,5,5,4,4,4,4,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
bear_165,bear,2020,2,5,5,5,,,,4,4,4,4,4,5,5,,,,,,,,4,,,,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,5,4
bear_165,bear,2021,2,5,5,5,5,5,5,5,3,5,5,5,5,5,5,4,2,1,1,1,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,4,4,5,5,2,,,,,,,,,,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
bear_166,bear,2020,4,4,5,3,,,,7,4,4,4,2,4,5,,,,,,,,2,,,,5,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,3,4
bear_167,bear,2021,3,5,5,5,5,5,5,7,4,5,5,5,5,5,5,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,9,5,5,1,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
bear_167,bear,2020,4,5,5,5,,,,3,3,5,5,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_168,bear,2020,4,4,4,4,,,,4,3,4,5,5,4,5,,,,,,,,2,,,,5,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,5,3
bear_169,bear,2020,3,4,4,4,,,,5,4,4,3,4,3,3,,,,,,,,3,,,,5,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_17,bear,2019,3,4,4,4,4,5,4,7,4,3,4,4,3,4,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,3
bear_17,bear,2021,3,4,4,4,4,4,4,7,4,4,4,5,4,4,4,2,1,1,1,2,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,1,5,5,4,4,4,4,2,2,2,4,4,4,4,4,3,3,3,4,4,5,5,5,5,5
bear_170,bear,2020,4,4,4,4,,,,4,5,4,1,3,1,4,,,,,,,,3,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,2
bear_171,bear,2021,4,5,5,5,4,5,5,5,4,4,4,4,3,4,4,2,2,1,1,2,5,4,4,5,4,5,5,5,5,5,4,4,4,4,4,4,3,4,4,4,5,1,5,5,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
bear_171,bear,2020,3,5,5,5,,,,7,3,4,5,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_172,bear,2021,3,5,5,5,4,4,4,3,3,4,4,4,4,4,4,4,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,1,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,,,,,
bear_172,bear,2020,4,5,5,5,,,,7,3,4,4,4,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_173,bear,2020,4,5,5,5,,,,3,3,5,4,4,4,4,,,,,,,,4,,,,5,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,4,4
bear_174,bear,2020,3,4,4,4,,,,7,5,2,3,3,4,3,,,,,,,,1,,,,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,4,4
bear_175,bear,2020,2,4,4,4,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_176,bear,2020,3,5,5,5,,,,7,3,5,3,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_176,bear,2021,3,5,5,5,5,5,5,6,3,5,5,5,5,5,5,2,4,2,1,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,5,9,9,5,1,4,5,4,4,4,4,3,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
bear_177,bear,2020,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_178,bear,2020,4,4,4,4,,,,3,3,4,4,4,4,4,,,,,,,,4,,,,5,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_179,bear,2020,3,4,4,4,,,,1,2,3,3,3,3,4,,,,,,,,3,,,,4,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
bear_18,bear,2019,4,3,4,3,1,3,3,1,1,2,1,2,2,2,,,,,,,,3,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,4,3
bear_180,bear,2020,4,5,5,5,,,,7,4,2,2,2,4,4,,,,,,,,2,,,,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,2,3
bear_181,bear,2020,4,5,5,5,,,,4,3,4,5,4,4,5,,,,,,,,4,,,,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,5,5
bear_181,bear,2021,3,5,5,5,4,5,5,5,3,4,4,5,5,5,4,1,2,1,1,1,4,5,4,5,4,5,5,5,3,5,5,5,4,4,5,4,9,4,4,3,4,1,5,4,4,4,3,3,4,2,1,4,5,5,4,4,5,4,4,5,5,5,5,5,5,5
bear_182,bear,2020,4,5,4,5,,,,7,3,3,3,5,5,3,,,,,,,,1,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_182,bear,2021,4,5,5,5,4,4,4,5,3,4,4,4,4,4,4,2,3,2,2,1,4,4,4,4,3,5,5,5,5,4,4,4,4,4,4,4,1,4,1,1,2,1,5,5,2,4,1,1,1,1,2,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5
bear_183,bear,2020,3,5,5,5,,,,3,3,4,5,5,5,4,,,,,,,,4,,,,4,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_184,bear,2020,4,5,5,5,,,,7,3,3,3,4,4,4,,,,,,,,4,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_185,bear,2020,3,5,5,5,,,,4,2,2,3,4,4,4,,,,,,,,4,,,,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_186,bear,2020,4,5,5,5,,,,5,3,3,4,4,3,4,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,3,3
bear_186,bear,2021,2,5,5,5,4,5,5,3,3,5,4,5,5,5,4,3,3,1,1,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,3,9,9,9,5,5,1,4,5,5,5,5,5,3,1,1,3,3,3,3,3,4,4,3,5,5,5,5,5,5,5
bear_187,bear,2021,3,5,5,5,1,4,5,6,3,4,4,5,5,5,4,2,3,1,1,1,5,4,4,5,4,5,5,5,5,5,5,4,4,3,3,3,2,4,5,4,5,1,5,5,5,4,5,5,2,2,2,5,5,4,4,2,5,4,4,5,5,4,5,4,4,4
bear_187,bear,2020,3,5,5,5,,,,7,4,4,5,5,5,5,,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,5,4
bear_188,bear,2020,3,4,4,3,,,,5,3,3,4,4,2,1,,,,,,,,2,,,,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4,4,3
bear_189,bear,2020,3,4,4,4,,,,4,3,2,2,2,3,2,,,,,,,,2,,,,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,4,4
bear_19,bear,2019,3,5,5,5,5,5,5,7,3,4,5,5,5,5,,,,,,,,5,,,,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,5,5
bear_190,bear,2020,4,4,4,4,,,,7,5,3,3,4,4,4,,,,,,,,1,,,,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
bear_191,bear,2020,3,5,5,5,,,,4,3,5,5,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_192,bear,2020,4,5,5,5,,,,4,3,3,4,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,5,5,5
bear_193,bear,2020,3,5,5,5,,,,5,3,5,4,5,5,5,,,,,,,,5,,,,5,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_193,bear,2021,3,5,5,5,5,5,5,7,2,5,5,5,5,5,5,4,1,1,1,1,4,4,5,5,4,5,5,5,4,5,5,4,5,5,5,5,2,4,2,5,5,1,5,5,1,2,4,5,1,1,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
bear_194,bear,2020,3,5,5,5,,,,4,4,3,5,5,5,5,,,,,,,,3,,,,4,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_195,bear,2020,3,4,5,5,,,,5,3,5,4,4,5,4,,,,,,,,4,,,,5,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,4,5
bear_195,bear,2021,3,5,5,5,4,4,5,6,2,4,2,5,5,3,5,2,3,3,2,1,4,3,4,5,5,5,5,4,2,5,5,4,5,5,4,4,9,4,4,5,5,1,5,5,3,3,4,5,5,2,5,5,3,5,5,5,5,5,5,5,5,5,5,4,5,5
bear_196,bear,2020,4,5,5,5,,,,3,2,5,5,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_197,bear,2021,3,5,5,5,,5,,7,4,5,5,5,5,5,5,5,4,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,1,5,4,5,5,5,5,5,3,3,5,5,5,5,5,4,5,5,5,5,5,5,4,4,4
bear_197,bear,2020,3,5,5,5,,,,7,3,5,5,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,5,4
bear_198,bear,2020,2,5,5,5,,,,4,3,4,4,5,4,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_199,bear,2020,3,5,5,5,,,,5,1,4,5,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,5,4
bear_20,bear,2019,3,4,4,5,4,4,4,2,3,2,2,5,4,5,,,,,,,,4,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
bear_200,bear,2021,3,5,5,5,4,4,3,6,3,5,5,5,5,5,5,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,5,5,9,5,1,5,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
bear_200,bear,2020,3,5,5,5,,,,2,3,3,4,4,3,5,,,,,,,,4,,,,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_201,bear,2020,4,4,4,4,,,,3,3,3,3,3,3,3,,,,,,,,1,,,,4,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3
bear_202,bear,2020,3,5,5,5,,,,4,3,4,4,5,5,5,,,,,,,,1,,,,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_203,bear,2020,4,5,5,5,,,,4,3,4,2,3,3,3,,,,,,,,4,,,,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,3,3
bear_204,bear,2020,3,4,5,5,,,,4,3,5,4,4,4,4,,,,,,,,,,,,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,4,5
bear_205,bear,2021,3,5,5,5,5,5,5,6,3,5,5,5,5,5,5,3,2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
bear_205,bear,2020,4,5,5,5,,,,3,3,3,2,2,3,4,,,,,,,,4,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_206,bear,2020,4,5,5,5,,,,5,3,5,4,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
bear_207,bear,2021,1,5,5,5,4,4,3,,4,,,,,,,,,,,,5,5,5,4,4,5,5,5,4,4,3,4,4,5,3,3,4,5,4,4,5,,,,,,,,,,,4,4,4,5,3,3,4,4,4,4,,,,,
bear_207,bear,2020,1,5,5,5,,,,,3,,,,,,,,,,,,,5,,,,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_208,bear,2021,4,4,4,3,3,3,3,1,3,1,2,1,4,2,4,4,4,4,4,4,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,2,1,1,1,1,3,1,2,2,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3
bear_208,bear,2020,3,4,4,4,,,,4,3,4,4,4,4,4,,,,,,,,4,,,,5,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_209,bear,2020,4,5,5,5,,,,1,2,4,5,5,4,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_209,bear,2021,4,5,5,5,2,4,3,2,3,4,5,5,5,5,5,4,3,2,2,2,5,5,4,4,5,5,5,5,5,4,4,4,4,1,4,4,3,3,3,3,5,1,4,5,4,4,1,4,4,4,3,4,3,3,3,3,4,4,4,4,5,5,5,5,5,5
bear_21,bear,2019,3,5,4,5,4,4,4,7,3,1,5,5,5,5,,,,,,,,5,,,,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,2,2
bear_21,bear,2020,3,5,4,4,,,,5,3,4,5,5,5,4,,,,,,,,4,,,,4,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,4
bear_21,bear,2021,3,5,5,5,3,4,4,5,3,4,5,5,5,4,5,3,4,4,1,5,3,3,3,5,4,5,5,5,4,4,3,3,3,3,3,3,4,4,4,3,4,1,3,5,4,4,4,4,2,2,2,2,2,2,2,2,2,2,3,3,3,5,4,5,4,4
bear_210,bear,2020,3,4,5,4,,,,4,3,3,3,3,3,3,,,,,,,,1,,,,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,3,3,3
bear_210,bear,2021,4,4,3,3,2,3,2,4,3,2,3,2,4,2,4,5,5,2,1,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2,1,1,2,3,2,2,3,1,4,5,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,3,2,2,4,4,5,5
bear_211,bear,2020,4,5,5,5,,,,5,3,4,4,4,4,4,,,,,,,,3,,,,5,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_212,bear,2020,4,5,5,5,,,,4,3,5,5,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_213,bear,2020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_213,bear,2021,2,5,5,5,5,5,5,4,3,4,4,5,4,5,5,4,1,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
bear_214,bear,2021,3,5,5,5,5,5,5,4,4,5,5,5,5,4,5,2,1,1,1,1,4,3,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,4,3,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
bear_214,bear,2020,4,5,5,5,,,,7,3,4,5,5,5,5,,,,,,,,3,,,,3,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
bear_215,bear,2020,4,3,3,3,,,,1,1,1,2,1,1,1,,,,,,,,1,,,,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2
bear_216,bear,2020,4,4,4,4,,,,6,3,3,3,2,3,3,,,,,,,,1,,,,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,3
bear_217,bear,2020,3,4,4,4,,,,7,3,3,3,4,3,4,,,,,,,,4,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
bear_217,bear,2021,3,4,4,4,4,4,4,1,3,3,2,4,4,4,4,3,3,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
bear_218,bear,2020,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_219,bear,2020,3,4,3,3,,,,2,3,4,4,4,4,4,,,,,,,,4,,,,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,3
bear_22,bear,2019,1,4,4,5,3,3,3,,3,,,,,,,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_22,bear,2021,1,5,4,5,3,3,3,,3,,,,,,,,,,,,5,5,5,4,4,5,5,5,4,2,1,3,5,4,2,2,3,5,5,5,4,,,,,,,,,,,5,5,5,4,3,5,4,3,5,5,,,,,
bear_22,bear,2020,1,4,3,3,,,,,3,,,,,,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_220,bear,2020,4,5,5,5,,,,5,3,4,5,5,4,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,,5
bear_23,bear,2020,1,5,5,5,,,,,3,,,,,,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_23,bear,2021,1,4,5,4,4,3,4,,3,,,,,,,,,,,,5,3,4,5,5,5,5,5,5,4,5,5,4,2,3,5,5,5,5,5,5,,,,,,,,,,,5,5,5,5,5,5,5,2,5,5,,,,,
bear_23,bear,2019,1,4,5,4,5,4,4,,3,,,,,,,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_231,bear,2021,4,5,5,5,5,5,5,4,3,5,5,5,4,5,5,3,2,2,2,1,4,4,5,5,5,5,5,5,4,5,4,4,4,5,5,5,2,2,2,3,4,1,4,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
bear_234,bear,2021,2,5,5,5,2,2,4,2,2,3,3,3,3,3,3,1,1,1,1,1,3,4,4,4,4,4,4,4,2,4,4,4,4,5,4,4,3,4,3,4,4,1,4,5,5,3,3,4,4,3,1,5,4,2,5,5,5,5,5,4,5,5,5,4,5,5
bear_24,bear,2019,3,4,4,4,4,4,4,5,3,4,1,4,4,3,,,,,,,,4,,,,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,4,3
bear_245,bear,2021,3,5,4,4,4,5,5,4,3,3,5,5,4,4,4,2,1,1,1,1,4,3,4,5,4,5,5,5,5,3,3,3,4,4,3,4,2,4,3,3,5,1,5,5,3,2,1,2,3,2,2,5,5,5,5,4,4,4,4,5,5,5,5,5,5,4
bear_247,bear,2021,2,5,5,5,4,5,4,7,3,4,4,4,4,5,5,2,2,2,1,4,5,5,5,5,5,5,5,5,5,3,3,4,3,4,4,4,4,1,3,5,5,1,4,5,4,5,4,5,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,4,4,4
